University,Advisor ID,Advisor Academic Rank,Advisor Gender,Advisor Home Country,Advisor Standard Field,Advisor Previous Universities,Advisor Citation Count,Advisor h-index,Advisor Publication Count,Advisor First Paper Year,Student ID,Student Degree,Student Start Year,Student Gender,Student Home Country,Student Previous Universities
"University of California, Berkeley",advisor359,Professor,Male,United States,Security and privacy,"Princeton University/University of California, Berkeley/University of California, Berkeley",61840,97,376,1969,student6373,MS,,Male,United States,"University of California, Berkeley"
"University of California, Berkeley",advisor359,Professor,Male,United States,Security and privacy,"Princeton University/University of California, Berkeley/University of California, Berkeley",61840,97,376,1969,student6374,MS,1999,Male,Mexico,University of Texas at Austin
"University of California, Berkeley",advisor359,Professor,Male,United States,Security and privacy,"Princeton University/University of California, Berkeley/University of California, Berkeley",61840,97,376,1969,student6375,PHD,,Male,,
"University of California, Berkeley",advisor359,Professor,Male,United States,Security and privacy,"Princeton University/University of California, Berkeley/University of California, Berkeley",61840,97,376,1969,student6376,PHD,2013,Male,United States,"University of California, Berkeley"
"University of California, Berkeley",advisor359,Professor,Male,United States,Security and privacy,"Princeton University/University of California, Berkeley/University of California, Berkeley",61840,97,376,1969,student6377,MS,2016,Male,United States,"University of California, Berkeley"
"University of California, Berkeley",advisor359,Professor,Male,United States,Security and privacy,"Princeton University/University of California, Berkeley/University of California, Berkeley",61840,97,376,1969,student6378,PHD,2003,Male,United States,University of Oregon
"University of California, Berkeley",advisor359,Professor,Male,United States,Security and privacy,"Princeton University/University of California, Berkeley/University of California, Berkeley",61840,97,376,1969,student6379,MS,2019,Male,United States,"University of California, Berkeley"
"University of California, Berkeley",advisor359,Professor,Male,United States,Security and privacy,"Princeton University/University of California, Berkeley/University of California, Berkeley",61840,97,376,1969,student6380,PHD,,Male,,"University of California, Berkeley"
"University of California, Berkeley",advisor359,Professor,Male,United States,Security and privacy,"Princeton University/University of California, Berkeley/University of California, Berkeley",61840,97,376,1969,student6381,PHD,2000,Male,United States,Harvard University
"University of California, Berkeley",advisor359,Professor,Male,United States,Security and privacy,"Princeton University/University of California, Berkeley/University of California, Berkeley",61840,97,376,1969,student6382,PHD,,Female,India,"Netaji Subhas University of Technology/University of California, Berkeley"
"University of California, Berkeley",advisor359,Professor,Male,United States,Security and privacy,"Princeton University/University of California, Berkeley/University of California, Berkeley",61840,97,376,1969,student6383,PHD,2012,Male,United States,University of Texas at Austin
"University of California, Berkeley",advisor359,Professor,Male,United States,Security and privacy,"Princeton University/University of California, Berkeley/University of California, Berkeley",61840,97,376,1969,student6384,PHD,2007,Female,United States,University of Virginia
"University of California, Berkeley",advisor359,Professor,Male,United States,Security and privacy,"Princeton University/University of California, Berkeley/University of California, Berkeley",61840,97,376,1969,student6385,PHD,2014,Male,United States,Stanford University
"University of California, Berkeley",advisor359,Professor,Male,United States,Security and privacy,"Princeton University/University of California, Berkeley/University of California, Berkeley",61840,97,376,1969,student6386,PHD,2004,Male,United States,Harvey Mudd College
"University of California, Berkeley",advisor359,Professor,Male,United States,Security and privacy,"Princeton University/University of California, Berkeley/University of California, Berkeley",61840,97,376,1969,student6387,MS,2002,Male,United States,University of Arizona
"University of California, Berkeley",advisor359,Professor,Male,United States,Security and privacy,"Princeton University/University of California, Berkeley/University of California, Berkeley",61840,97,376,1969,student6388,PHD,,Male,United States,"University of California, Berkeley"
"University of California, Berkeley",advisor359,Professor,Male,United States,Security and privacy,"Princeton University/University of California, Berkeley/University of California, Berkeley",61840,97,376,1969,student6389,PHD,,Male,,
"University of California, Berkeley",advisor359,Professor,Male,United States,Security and privacy,"Princeton University/University of California, Berkeley/University of California, Berkeley",61840,97,376,1969,student6390,PHD,,Male,,
"University of California, Berkeley",advisor359,Professor,Male,United States,Security and privacy,"Princeton University/University of California, Berkeley/University of California, Berkeley",61840,97,376,1969,student6391,MS,,Male,,
"University of California, Berkeley",advisor359,Professor,Male,United States,Security and privacy,"Princeton University/University of California, Berkeley/University of California, Berkeley",61840,97,376,1969,student6392,PHD,2001,Male,,
"University of California, Berkeley",advisor359,Professor,Male,United States,Security and privacy,"Princeton University/University of California, Berkeley/University of California, Berkeley",61840,97,376,1969,student6393,MS,2015,Male,United States,"University of California, Berkeley"
"University of California, Berkeley",advisor359,Professor,Male,United States,Security and privacy,"Princeton University/University of California, Berkeley/University of California, Berkeley",61840,97,376,1969,student6394,PHD,2008,Male,United States,"University of California, Berkeley"
"University of California, Berkeley",advisor359,Professor,Male,United States,Security and privacy,"Princeton University/University of California, Berkeley/University of California, Berkeley",61840,97,376,1969,student6395,PHD,,Female,United States,"University of California, Berkeley/University of California, Berkeley"
"University of California, Berkeley",advisor359,Professor,Male,United States,Security and privacy,"Princeton University/University of California, Berkeley/University of California, Berkeley",61840,97,376,1969,student6396,PHD,2012,Female,United States,Princeton University
"University of California, Berkeley",advisor359,Professor,Male,United States,Security and privacy,"Princeton University/University of California, Berkeley/University of California, Berkeley",61840,97,376,1969,student6397,PHD,2018,Male,United States,Princeton University
"University of California, Berkeley",advisor359,Professor,Male,United States,Security and privacy,"Princeton University/University of California, Berkeley/University of California, Berkeley",61840,97,376,1969,student6398,PHD,,Female,China,"University of Virginia/University of California, Berkeley"
"University of California, Berkeley",advisor359,Professor,Male,United States,Security and privacy,"Princeton University/University of California, Berkeley/University of California, Berkeley",61840,97,376,1969,student6399,MS,2020,Male,United States,"University of California, Berkeley"
